City ID,City,Country,Date,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed (mph)
1789647,Xichang,CN,1605227095,27.9,102.26,51.81800000000008,75,5,0.89476
4146934,Bayshore Gardens,US,1605227095,27.43,-82.59,78.80000000000001,83,20,6.93439
2206939,Bluff,NZ,1605227095,-46.6,168.33,57.938000000000045,59,8,7.650198
5970873,Hare Bay,CA,1605227095,48.85,-54.01,42.8,70,53,6.93439
5478673,Meadow Lake,US,1605227095,34.8,-106.54,53.6,17,75,3.959313
1484892,Zyryanskoye,RU,1605227095,56.83,86.63,26.33000000000004,98,100,13.891148999999999
2027296,Aykhal,RU,1605227095,66.0,111.5,14.0,92,90,6.710699999999999
3386213,Touros,BR,1605227095,-5.2,-35.46,78.80000000000001,78,20,9.171289999999999
1273648,Dalhousie,IN,1605227095,32.53,75.98,47.42600000000009,45,49,5.950154
5367788,Lompoc,US,1605227006,34.64,-120.46,59.0,82,1,12.75033
779261,Kjøllefjord,NO,1605227095,70.95,27.35,37.148000000000025,82,100,13.354292999999998
1488903,Turukhansk,RU,1605227096,65.82,87.98,5.774000000000012,93,99,2.7066489999999996
1252783,Yārāda,IN,1605227096,17.65,83.27,75.2,83,40,2.2369
1488774,Tyukhtet,RU,1605227096,56.54,89.3,26.85200000000008,95,94,19.886041
2253354,Dakar,SN,1605227069,14.69,-17.44,80.6,65,0,2.2369
5935804,Dawson Creek,CA,1605227096,55.77,-120.24,32.0,90,1,6.93439
3366880,Hermanus,ZA,1605227096,-34.42,19.23,69.99800000000002,61,6,4.004051
3466704,Castro,BR,1605227096,-24.79,-50.01,62.72600000000009,90,50,1.1631879999999999
3465329,Coruripe,BR,1605227096,-10.13,-36.18,76.60400000000006,82,1,12.012153
2121385,Severo-Kuril'sk,RU,1605227096,50.68,156.12,39.541999999999994,78,70,8.142316
3831208,Qaanaaq,GL,1605227097,77.48,-69.36,8.438000000000045,79,100,8.05284
2208332,Opotiki,NZ,1605227097,-38.08,177.28,69.00800000000001,74,0,4.004051
5554428,Ketchikan,US,1605227097,55.34,-131.65,42.8,93,90,11.40819
3397967,Itaituba,BR,1605227097,-4.28,-55.98,83.66000000000008,59,87,1.6776749999999998
1285173,Yenangyaung,MM,1605227097,20.47,94.88,69.85400000000006,83,0,5.390929
933288,Mopipi,BW,1605227097,-21.18,24.88,72.734,51,1,14.808278
3424607,Tasiilaq,GL,1605227097,65.61,-37.64,23.0,57,30,2.2369
5110365,Broome,US,1605227097,42.25,-75.83,39.992,74,1,8.05284
5106841,Albany,US,1605226807,42.6,-73.97,44.00600000000003,70,100,3.869837
933211,Nokaneng,BW,1605227098,-19.67,22.27,73.79600000000005,61,68,3.9145749999999997
5122534,Jamestown,US,1605227098,42.1,-79.24,41.0,60,1,4.69749
3369157,Cape Town,ZA,1605226823,-33.93,18.42,60.8,82,0,5.81594
98182,Baghdad,IQ,1605227098,33.34,44.4,53.6,66,0,4.69749
4226364,Thomaston,US,1605227072,32.89,-84.33,69.00800000000001,82,1,4.69749
3673511,Ortega,CO,1605227098,3.94,-75.22,77.19800000000004,75,41,1.9013649999999997
2638664,Salisbury,GB,1605227098,51.07,-1.8,51.998000000000026,87,100,11.40819
5866583,Saint Paul Harbor,US,1605227037,57.79,-152.41,42.8,48,20,11.40819
1076454,Andapa,MG,1605227098,-14.65,49.65,68.19800000000004,90,88,0.8052839999999999
3443061,Chui,UY,1605227098,-33.7,-53.46,65.24600000000005,83,56,10.356846999999998
3860443,Comodoro Rivadavia,AR,1605226995,-45.87,-67.5,71.6,30,0,14.98723
3359736,Vredendal,ZA,1605227098,-31.67,18.5,69.7100000000001,39,0,4.138265
1507116,Dudinka,RU,1605227099,69.41,86.18,-11.199999999999953,76,62,24.6059
3372472,Vila Franca do Campo,PT,1605227099,37.72,-25.43,60.8,67,40,9.171289999999999
933995,Souillac,MU,1605227099,-20.52,57.52,71.6,88,20,4.69749
1015776,Bredasdorp,ZA,1605227099,-34.53,20.04,69.99800000000002,61,3,4.004051
1626493,Srandakan,ID,1605227099,-7.94,110.25,82.56200000000007,76,37,4.294848
575480,Bogovarovo,RU,1605227099,58.98,47.02,32.306000000000026,97,93,8.969968999999999
509483,Pinega,RU,1605227099,64.7,43.39,33.728000000000065,93,100,6.93439
2641598,Newport,GB,1605227099,51.59,-3.0,55.004000000000055,90,100,5.994892
934322,Mahébourg,MU,1605227099,-20.41,57.7,71.6,88,20,4.69749
545223,Konyshevka,RU,1605227099,51.84,35.29,28.43600000000007,94,40,0.33553499999999997
4020109,Atuona,PF,1605227099,-9.8,-139.03,78.44000000000003,70,8,11.721356
935214,Saint-Pierre,RE,1605227099,-21.34,55.48,71.6,68,0,6.93439
3466165,Cidreira,BR,1605227100,-30.18,-50.21,67.78399999999999,92,12,7.337031999999999
686090,Asău,RO,1605227100,46.43,26.4,33.998000000000026,100,0,4.69749
556268,Ostrovnoy,RU,1605226866,68.05,39.51,25.48399999999999,95,0,8.522589
964432,Port Alfred,ZA,1605227100,-33.59,26.89,66.07400000000001,82,0,25.657243
2240449,Luanda,AO,1605226532,-8.84,13.23,78.80000000000001,83,75,9.171289999999999
1529651,Altay,CN,1605227094,47.87,88.12,38.82200000000004,73,100,3.7803609999999996
778707,Mehamn,NO,1605227100,71.04,27.85,36.788000000000046,82,100,14.360897999999999
5848280,Kapaa,US,1605227100,22.08,-159.32,82.4,69,40,18.342579999999998
6355222,Yulara,AU,1605227101,-25.24,130.99,86.0,15,0,19.461029999999997
4997130,Ingham,US,1605227101,42.6,-84.38,42.8,70,1,3.3553499999999996
2122783,Katangli,RU,1605227101,51.71,143.23,35.582000000000015,86,100,4.429062
3874787,Punta Arenas,CL,1605226927,-53.15,-70.92,53.6,46,0,33.32981
4021858,Guerrero Negro,MX,1605227101,27.98,-114.06,67.40600000000003,58,16,12.437164
2015306,Tiksi,RU,1605227103,71.69,128.87,0.3560000000000265,94,88,1.5434609999999997
2729907,Longyearbyen,SJ,1605227103,78.22,15.64,33.8,80,75,16.10568
1282256,Hithadhoo,MV,1605227104,-0.6,73.08,81.68000000000004,79,100,13.018758
5861897,Fairbanks,US,1605227052,64.84,-147.72,19.004000000000055,92,20,1.3868779999999998
935215,Saint-Philippe,RE,1605227104,-21.36,55.77,71.6,68,0,6.93439
1788852,Xining,CN,1605227104,36.62,101.77,36.53600000000007,75,74,1.8342579999999997
3893629,Coquimbo,CL,1605227104,-29.95,-71.34,55.400000000000006,87,65,6.93439
2264557,Ponta do Sol,PT,1605227104,32.67,-17.1,68.0,77,40,2.2369
2160517,Launceston,AU,1605227104,-41.45,147.17,69.00800000000001,72,75,14.98723
2661641,Bagnes,CH,1605227104,46.08,7.22,39.992,86,0,3.422457
3934356,Nazca,PE,1605227104,-14.83,-74.95,65.984,60,50,2.415852
2270385,Camacha,PT,1605227105,33.08,-16.33,66.2,88,40,2.2369
3893726,Constitución,CL,1605226865,-35.33,-72.42,56.78600000000007,77,100,12.727961
6162949,Terrace,CA,1605227105,54.52,-128.6,32.0,84,90,2.2369
2122104,Petropavlovsk-Kamchatskiy,RU,1605227105,53.05,158.65,35.6,59,40,2.2369
3840092,Puerto Madryn,AR,1605227105,-42.77,-65.04,69.04400000000007,42,54,16.150418
3137469,Sørland,NO,1605227105,67.67,12.69,48.14600000000005,82,100,22.369
6170031,Tuktoyaktuk,CA,1605227105,69.45,-133.04,1.3999999999999986,84,90,11.40819
4845585,Westport,US,1605227105,41.14,-73.36,46.99400000000007,27,100,9.998942999999999
3883457,Lebu,CL,1605227105,-37.62,-73.65,54.5,91,100,8.902861999999999
5887916,Athabasca,CA,1605227106,54.72,-113.29,23.0,67,41,4.69749
107304,Buraidah,SA,1605227106,26.33,43.98,68.0,100,40,13.86878
1799574,Nanzhang,CN,1605227028,31.78,111.84,57.650000000000006,57,0,4.071158
2163355,Hobart,AU,1605227039,-42.88,147.33,69.00800000000001,48,75,9.171289999999999
2409215,Mattru,SL,1605227106,7.62,-11.83,74.75,93,0,1.0960809999999999
779622,Havøysund,NO,1605227106,71.0,24.66,39.2,70,0,16.10568
6457405,Province of Vibo Valentia,IT,1605227106,38.7,16.13,50.0,100,1,4.69749
2063056,Port Augusta,AU,1605227106,-32.5,137.77,64.00400000000005,55,90,6.93439
3141548,Rognan,NO,1605227107,67.1,15.39,42.008,77,100,14.002994
1651103,Atambua,ID,1605227107,-9.11,124.89,85.44200000000001,54,42,1.140819
3401148,Cururupu,BR,1605227107,-1.83,-44.87,77.12600000000009,90,69,3.109291
1006984,East London,ZA,1605227107,-33.02,27.91,66.34400000000008,81,34,20.243945
1651810,Airai,TL,1605227107,-8.93,125.41,74.37200000000004,49,83,3.019815
3728097,Les Cayes,HT,1605227107,18.2,-73.75,78.47600000000008,83,63,3.1987669999999997
2242885,Camabatela,AO,1605227107,-8.19,15.38,62.150000000000006,100,99,2.1921619999999997
6145890,Shelburne,CA,1605227107,44.08,-80.2,37.99400000000007,64,34,5.122501
3471451,Arraial do Cabo,BR,1605227108,-22.97,-42.03,75.2,93,75,14.920122999999998
3576994,Cockburn Town,TC,1605227108,21.46,-71.14,81.86000000000008,74,57,26.082254
4726521,San Patricio,US,1605227108,28.02,-97.52,75.99199999999999,73,20,8.05284
511416,Perelyub,RU,1605227108,51.87,50.37,28.418000000000085,97,97,12.168736
1267776,Kargil,IN,1605227108,34.57,76.1,26.041999999999994,74,75,1.297402
3486270,Anaco,VE,1605227108,9.44,-64.47,75.27200000000005,93,85,3.3329809999999997
1501460,Kulunda,RU,1605227108,52.57,78.94,22.388000000000044,97,42,11.251607
5697939,North Platte,US,1605227108,41.12,-100.77,33.998000000000026,74,1,2.885601
217562,Butembo,CD,1605227109,0.15,29.28,56.858000000000004,100,58,2.2592689999999997
4034551,Faanui,PF,1605227109,-16.48,-151.75,79.84400000000008,72,73,8.119947
1819729,Hong Kong,HK,1605226941,22.29,114.16,73.00400000000005,51,52,7.4488769999999995
2412408,Nioro,GM,1605227109,13.35,-15.75,77.0,26,0,3.109291
967106,Oudtshoorn,ZA,1605227109,-33.59,22.2,59.0,87,0,4.69749
2172880,Byron Bay,AU,1605227061,-28.65,153.62,75.2,53,100,5.81594
2084442,Vanimo,PG,1605227109,-2.67,141.3,85.96400000000003,62,88,0.603963
3569546,Aguada de Pasajeros,CU,1605227109,22.39,-80.85,78.80000000000001,94,46,3.3553499999999996
4032420,Neiafu,TO,1605227109,-18.65,-173.98,82.4,78,75,10.289739999999998
576195,Bizhbulyak,RU,1605227110,53.7,54.26,25.196000000000048,97,99,10.580537
2169113,Deloraine,AU,1605227110,-41.53,146.67,69.00800000000001,69,47,5.010656
2068655,Katherine,AU,1605227110,-14.47,132.27,89.6,43,1,12.75033
2126199,Cherskiy,RU,1605227110,68.75,161.3,2.3360000000000696,94,96,7.426507999999999
3466980,Caravelas,BR,1605227110,-17.71,-39.25,75.79400000000007,76,94,10.602906
4035715,Avarua,CK,1605226823,-21.21,-159.78,78.80000000000001,78,35,13.86878
1242110,Kalmunai,LK,1605227110,7.42,81.82,79.05200000000008,83,38,1.9013649999999997
6255012,Flinders,AU,1605227110,-34.58,150.86,77.0,70,99,2.997446
5895424,Bay Roberts,CA,1605227110,47.6,-53.26,48.00200000000008,93,90,4.004051
3353934,Otavi,NA,1605227110,-19.65,17.33,68.73800000000006,68,99,13.443769
5546220,Saint George,US,1605227110,37.1,-113.58,57.992,30,1,4.69749
6165406,Thompson,CA,1605227111,55.74,-97.86,-11.199999999999953,83,20,2.2369
2112802,Hasaki,JP,1605227111,35.73,140.83,55.99400000000007,71,20,6.93439
5134295,Rome,US,1605227111,43.21,-75.46,37.004000000000055,74,1,4.69749
3041732,Mariehamn,AX,1605227111,60.1,19.93,44.6,75,90,6.93439
2450849,Sokolo,ML,1605227111,14.73,-6.12,77.63000000000005,17,0,12.213474
2092164,Lorengau,PG,1605227111,-2.02,147.27,85.98200000000003,63,99,5.860678
1507390,Dikson,RU,1605227111,73.51,80.55,4.370000000000061,95,88,4.630382999999999
121110,Piranshahr,IR,1605227111,36.7,45.14,41.61200000000006,69,31,3.6461469999999996
3662489,Santa Isabel Rio Negro,BR,1605227111,-0.41,-65.02,76.82000000000006,89,74,0.313166
6185377,Yellowknife,CA,1605226992,62.46,-114.35,17.6,85,20,2.2369
1651591,Amahai,ID,1605227112,-3.33,128.92,85.11800000000008,69,81,0.738177
3698359,Chicama,PE,1605227112,-7.84,-79.15,64.59800000000003,78,7,5.860678
1106677,Bambous Virieux,MU,1605227112,-20.34,57.76,73.00400000000005,88,20,4.69749
3355672,Lüderitz,NA,1605227112,-26.65,15.16,61.41200000000006,72,0,6.889652
1486321,Yar-Sale,RU,1605227112,66.83,70.83,0.824000000000062,93,96,8.679172
3421765,Nanortalik,GL,1605227112,60.14,-45.24,29.57000000000006,89,100,9.193659
2036892,Hohhot,CN,1605227112,40.81,111.65,28.4,42,0,6.710699999999999
1152222,Mae Hong Son,TH,1605227113,19.3,97.97,71.6,94,75,1.6329369999999999
3412093,Vestmannaeyjar,IS,1605227113,63.44,-20.27,43.214000000000034,77,58,11.989784
3671519,Puerto Carreño,CO,1605227113,6.19,-67.49,81.608,84,58,7.337031999999999
2112309,Katsuura,JP,1605227113,35.13,140.3,60.00800000000001,58,40,9.171289999999999
3652758,Puerto Baquerizo Moreno,EC,1605227113,-0.9,-89.6,68.72000000000006,80,90,10.491061
1254046,Tura,IN,1605227113,25.52,90.22,64.63399999999999,81,0,4.675121
5282297,Bethel,US,1605226999,41.37,-73.41,46.4,75,90,6.93439
3374210,São Filipe,CV,1605227113,14.9,-24.5,81.35600000000002,63,0,5.144869999999999
5563839,Fortuna,US,1605226980,40.6,-124.16,53.00600000000003,81,1,9.171289999999999
3430545,Morón,AR,1605227113,-34.65,-58.62,69.00800000000001,80,43,5.994892
2222230,Sangmélima,CM,1605227114,2.93,11.98,68.9,83,90,1.78952
3691582,Talara,PE,1605227114,-4.58,-81.27,63.986000000000075,88,72,16.083311
3377301,Mabaruma,GY,1605227114,8.2,-59.78,75.23600000000008,95,99,2.90797
2381972,Adrar,MR,1605227114,20.5,-10.07,77.36000000000008,18,6,5.726464
1263776,Mangan,IN,1605227114,27.52,88.53,61.84400000000008,26,0,6.822544999999999
10722858,Forsytheganj,BY,1605227114,52.63,29.73,36.30200000000008,84,100,6.777806999999999
2173911,Broken Hill,AU,1605227114,-31.95,141.43,68.0,49,40,8.05284
3839307,Rawson,AR,1605226847,-43.3,-65.1,69.674,37,47,12.772699
1511997,Aktash,RU,1605227114,50.3,87.73,20.048000000000023,95,100,3.4000879999999998
491019,Sol'-Iletsk,RU,1605227114,51.16,54.99,25.358000000000004,93,42,12.549009
1626703,Soe,ID,1605227114,-9.86,124.28,83.28200000000001,39,26,3.6461469999999996
5972762,Hay River,CA,1605227115,60.82,-115.8,15.8,72,64,8.05284
1529660,Aksu,CN,1605226862,41.12,80.26,34.57400000000001,65,90,2.4605900000000003
2127060,Arman',RU,1605227115,59.7,150.17,5.738000000000046,85,0,7.784412
1568770,Quang Ngai,VN,1605227115,15.12,108.8,70.934,89,100,8.27653
3987500,San Buenaventura,MX,1605227115,27.08,-101.53,82.4,51,20,6.531747999999999
2159220,Mackay,AU,1605227115,-21.15,149.2,82.4,51,75,13.86878
6144312,Sept-Îles,CA,1605226903,50.2,-66.38,35.99600000000005,74,40,4.69749
3899539,Antofagasta,CL,1605226920,-23.65,-70.4,62.6,67,75,13.86878
1735106,George Town,MY,1605227115,5.41,100.34,78.80000000000001,88,20,3.3553499999999996
1493577,Romanovo,RU,1605227116,52.62,81.23,25.844000000000072,95,96,11.564772999999999
3356264,Keetmanshoop,NA,1605227116,-26.58,18.13,75.2,12,0,3.3553499999999996
2629833,Husavik,IS,1605227116,66.04,-17.34,35.6,92,90,8.05284
2022572,Khatanga,RU,1605227116,71.97,102.5,-12.063999999999986,90,0,7.247556
1649150,Bengkulu,ID,1605227116,-3.8,102.27,77.63000000000005,84,42,3.601409
2155415,New Norfolk,AU,1605227116,-42.78,147.06,69.00800000000001,52,88,4.004051
3382160,Cayenne,GF,1605227116,4.93,-52.33,80.6,94,0,2.2369
3533462,Acapulco de Juárez,MX,1605226891,16.86,-99.89,82.4,74,20,3.3553499999999996
139889,Būkān,IR,1605227116,36.52,46.21,42.96200000000006,73,56,1.073712
2787409,Saint-Hubert,BE,1605227116,50.05,5.38,35.99600000000005,98,0,5.771202
1337610,Thinadhoo,MV,1605227117,0.53,72.93,82.292,73,100,3.7356229999999995
2122090,Pevek,RU,1605227117,69.7,170.31,7.754000000000051,93,48,6.263319999999999
3402429,Caucaia,BR,1605227117,-3.74,-38.65,80.99600000000005,78,40,10.289739999999998
5296802,Green Valley,US,1605227117,31.85,-110.99,69.80000000000001,19,1,6.93439
2434584,Bousso,TD,1605227117,10.48,16.71,78.458,32,73,2.438221
3450083,Santa Maria,BR,1605227117,-29.68,-53.81,73.4,64,0,2.2369
1045114,Inhambane,MZ,1605227117,-23.86,35.38,67.11800000000008,77,8,8.008102
3105522,Bereda,ES,1605227117,43.27,-7.54,55.004000000000055,88,96,3.1316599999999997
2381334,Atar,MR,1605227117,20.52,-13.05,80.69000000000003,16,60,5.010656
3467362,Capão da Canoa,BR,1605227118,-29.75,-50.01,68.342,90,44,5.055393999999999
2980080,Saint-François,FR,1605227118,46.42,3.91,50.0,93,8,2.2369
3469374,Bom Sucesso,BR,1605227118,-21.03,-44.76,68.45,86,100,5.2343459999999995
1490256,Talnakh,RU,1605227118,69.49,88.4,-11.199999999999953,76,37,24.6059
3985710,Cabo San Lucas,MX,1605227118,22.89,-109.91,75.99199999999999,53,20,12.75033
298846,Tunceli,TR,1605227070,39.11,39.55,35.6,52,0,5.81594
1512205,Abaza,RU,1605227118,52.66,90.09,28.94000000000002,88,98,13.824041999999999
5924351,Clyde River,CA,1605227118,70.47,-68.59,3.1999999999999993,71,90,23.04007
5557293,Sitka,US,1605227118,57.05,-135.33,39.2,86,90,8.05284
2090021,Namatanai,PG,1605227118,-3.67,152.43,85.58600000000007,67,79,2.594804
1223738,Weligama,LK,1605227119,5.97,80.42,76.78399999999999,86,80,2.348745
3006787,La Rochelle,FR,1605227119,46.17,-1.15,57.2,87,0,11.40819
3576812,Castries,LC,1605227119,14.0,-61.01,78.80000000000001,83,20,9.171289999999999
2071860,Esperance,AU,1605227119,-33.87,121.9,68.0,56,10,14.98723
2126123,Chokurdakh,RU,1605227119,70.63,147.92,-13.557999999999957,90,78,4.02642
1815059,Chenzhou,CN,1605227119,25.8,113.03,56.39000000000002,69,0,0.827653
3421719,Narsaq,GL,1605227119,60.92,-46.05,17.6,61,94,3.3553499999999996
2194098,Ahipara,NZ,1605227119,-35.17,173.17,64.36400000000003,67,22,2.6395419999999996
1512019,Aksarka,RU,1605227119,66.56,67.8,-5.223999999999961,92,90,6.822544999999999
2036536,Minzhu,CN,1605227119,43.73,127.34,34.7,81,0,5.458036
1861280,Itoman,JP,1605227120,26.12,127.67,71.6,83,75,14.98723
3514780,Veracruz,MX,1605227120,19.33,-96.67,78.80000000000001,83,5,3.444826
2618795,Klaksvík,FO,1605227120,62.23,-6.59,48.2,100,100,27.51387
3440777,Rocha,UY,1605227120,-34.48,-54.33,59.66600000000001,95,34,5.2343459999999995
3013633,Arrondissement du Havre,FR,1605227120,49.58,0.33,51.8,76,75,8.05284
1502073,Krasnosel'kup,RU,1605227120,65.7,82.47,-6.411999999999956,91,95,8.500219999999999
2126785,Belaya Gora,RU,1605227120,68.53,146.42,-19.35399999999995,88,38,2.147424
1295765,Sittwe,MM,1605227120,20.15,92.9,74.71400000000003,77,0,6.240951
2138555,Poum,NC,1605227120,-20.23,164.02,77.792,78,24,18.230735
2121025,Srednekolymsk,RU,1605227120,67.45,153.68,-13.14399999999997,89,97,4.361955
540761,Kropotkin,RU,1605227120,45.44,40.58,33.83600000000007,84,30,8.187054
1710554,Iraray,PH,1605227121,8.99,118.05,82.058,81,67,9.193659
2175819,Biloela,AU,1605227121,-24.42,150.5,82.02200000000005,36,27,12.884543999999998
364933,Umm Kaddadah,SD,1605227121,13.6,26.69,71.72600000000008,22,0,17.850462
3356832,Henties Bay,NA,1605227121,-22.12,14.28,60.00800000000001,91,6,5.3685599999999996
3430708,Mercedes,AR,1605227084,-34.65,-59.43,73.00400000000005,72,27,4.004051
2439155,Tanout,NE,1605227121,14.97,8.89,71.54600000000005,25,0,10.401585
2094342,Kavieng,PG,1605227121,-2.57,150.8,84.83000000000004,67,33,4.205372
3832899,Viedma,AR,1605227063,-40.81,-63.0,69.00800000000001,72,41,1.9908409999999999
2180815,Tuatapere,NZ,1605227122,-46.13,167.68,68.73800000000006,36,15,3.444826
1631637,Pemangkat,ID,1605227122,1.17,108.97,78.87200000000004,88,20,7.090972999999999
464790,Zapolyarnyy,RU,1605226868,69.42,30.81,33.8,90,90,25.27697
2446796,Bilma,NE,1605227122,18.69,12.92,71.06000000000009,29,0,7.426507999999999
2191562,Dunedin,NZ,1605227122,-45.87,170.5,62.99600000000005,68,0,15.993835
89113,Ajdabiya,LY,1605227122,30.76,20.23,66.75800000000001,61,0,8.500219999999999
2094027,Kieta,PG,1605227122,-6.22,155.63,84.79400000000007,71,48,6.621224
6453316,Tromsø,NO,1605227051,69.65,18.96,41.0,75,20,10.289739999999998
3372964,Lagoa,PT,1605227122,39.05,-27.98,63.89600000000005,84,22,7.15808
123941,Mīnāb,IR,1605227122,27.15,57.08,73.4,83,20,4.69749
1691444,Roxas,PH,1605227122,11.59,122.75,81.57200000000003,79,88,3.7356229999999995
6111862,Port Hardy,CA,1605226957,50.7,-127.42,42.8,93,90,9.171289999999999
5768244,Rapid Valley,US,1605226900,44.06,-103.15,32.0,74,1,4.69749
2074865,Carnarvon,AU,1605227123,-24.87,113.63,69.80000000000001,64,40,12.75033
2152659,Port Macquarie,AU,1605227084,-31.43,152.92,69.80000000000001,83,90,5.81594
2460954,Araouane,ML,1605227123,18.9,-3.53,77.86400000000003,17,0,6.979128
6164499,The Pas,CA,1605227123,53.83,-101.25,-5.799999999999947,83,1,8.05284
113659,Tabas,IR,1605227123,33.6,56.92,59.0,58,100,7.3146629999999995
1160939,Iranshahr,IR,1605227123,27.2,60.68,64.4,36,0,4.69749
1808857,Hanzhong,CN,1605227123,33.07,107.03,54.91400000000003,69,11,2.304007
3006414,La Seyne-sur-Mer,FR,1605227123,43.1,5.88,59.0,100,11,3.623778
3579925,St. George's,GD,1605227124,12.06,-61.75,78.80000000000001,83,20,5.81594
2121373,Seymchan,RU,1605227124,62.88,152.43,-13.935999999999972,87,94,1.453985
2137773,Vao,NC,1605227124,-22.67,167.48,73.83200000000002,83,99,9.730514999999999
1852357,Shimoda,JP,1605227124,34.67,138.95,60.8,67,20,12.75033
3449747,Santa Vitória do Palmar,BR,1605227124,-33.52,-53.37,65.48000000000005,84,51,10.848964999999998
2077895,Alice Springs,AU,1605227124,-23.7,133.88,87.80000000000001,10,0,10.289739999999998
3661894,Tonantins,BR,1605227124,-2.87,-67.8,77.84600000000006,87,99,2.169793
3451138,Rio Grande,BR,1605226903,-32.03,-52.1,66.99199999999999,92,9,1.9908409999999999
1503153,Klyuchi,RU,1605227124,52.27,79.17,23.99000000000002,97,57,9.641039
6323121,Florianópolis,BR,1605227124,-27.61,-48.5,75.99199999999999,100,75,2.2369
102527,Sakakah,SA,1605227124,29.97,40.21,59.0,82,18,3.3553499999999996
3157781,Fauske,NO,1605227124,67.26,15.39,42.008,77,100,14.002994
2016307,Solnechnyy,RU,1605227125,50.72,136.63,27.212000000000057,96,100,7.247556
6111696,Port-Cartier,CA,1605227125,50.03,-66.87,35.99600000000005,74,40,4.69749
1116760,Don Sak,TH,1605227125,9.32,99.69,80.6,83,20,13.86878
607610,Zhangaözen,KZ,1605227125,43.3,52.8,34.86200000000006,82,87,2.8408629999999997
2641434,Northam,GB,1605227125,51.03,-4.22,53.00600000000003,93,100,14.002994
134601,Fareydūnshahr,IR,1605227125,32.94,50.12,36.37400000000001,88,94,1.946103
1806327,Jiangkou,CN,1605227097,25.49,119.2,66.2,59,0,13.421399999999998
5576064,Craig,US,1605227125,40.52,-107.55,26.6,68,1,9.171289999999999
55671,Kismayo,SO,1605227125,-0.36,42.55,79.86200000000005,82,56,9.864729
7521944,Sangre Grande,TT,1605227125,10.58,-61.12,78.00800000000001,94,20,3.3553499999999996
2021041,Kyra,RU,1605227126,49.58,111.98,22.04600000000005,85,57,2.930339
2686469,Örnsköldsvik,SE,1605227126,63.29,18.72,37.4,93,100,8.05284
3547867,Manzanillo,CU,1605227057,20.34,-77.12,78.31400000000004,87,71,10.804227
2400547,Gamba,GA,1605227126,-2.65,10.0,76.85600000000002,91,100,5.323822
3414079,Olafsvik,IS,1605227126,64.89,-23.71,40.622000000000035,70,98,18.007045
3693584,Pimentel,PE,1605227126,-6.84,-79.93,66.2,77,0,19.461029999999997
2136825,Isangel,VU,1605227126,-19.55,169.27,78.80000000000001,83,90,4.02642
2516797,Hellín,ES,1605227126,38.51,-1.7,53.00600000000003,100,0,5.81594
2140466,Moindou,NC,1605227126,-21.69,165.68,82.4,65,75,9.171289999999999
1847947,Shingū,JP,1605227126,33.73,135.98,64.4,68,75,2.2369
